ScenarioTime,FrameRate,A VR Pos,A VR Rot,A XR Origin Pos,A XR Origin  Rot,A car Pos,A car Rot,A accel,A steering,A velocity,A indicators,A Horn Button,0 car Pos,0 car Rot,0 accel,0 steering,0 velocity,0 indicators
0.0,0.013629,"(0.7997291088104248, 1.385249137878418, 34.537452697753906)","(11.901310920715332, 172.01451110839844, 350.4889221191406)","(0.734734058380127, 0.6333690285682678, 34.82291793823242)","(-0.0006276221247389913, 149.34219360351562, 0.0003719863889273256)","(-1.3999998569488525, -0.004184373188763857, 34.9999885559082)","(-0.0007295774994418025, 180.0, -3.752652233401932e-08)",0.0,0.02475,"(0.000000, 0.002283, -0.000057)",LeftFalse_RightFalse,False,"(-33.90998840332031, -0.003808302106335759, -1.0898526906967163)","(0.003543489146977663, 90.00144958496094, -0.0001320667506661266)",0.0,0.0,"(-0.000046, -0.000390, 0.000002)",LeftFalse_RightFalse
0.08757,0.028416,"(0.7954082489013672, 1.3831760883331299, 34.5352783203125)","(12.468344688415527, 172.55010986328125, 350.6904602050781)","(0.7347309589385986, 0.6335171461105347, 34.82288360595703)","(0.0006471654633060098, 149.34324645996094, -0.0003897468268405646)","(-1.3999996185302734, -0.004031825810670853, 35.0000114440918)","(0.0007554455078206956, 180.0010528564453, -5.2751747716683894e-06)",0.0,0.02475,"(0.000003, 0.001212, 0.000270)",LeftFalse_RightFalse,False,"(-33.90998077392578, -0.003843198297545314, -1.089853048324585)","(0.0022291645873337984, 90.00144958496094, -7.998719229362905e-05)",0.109855,0.0,"(-0.000029, -0.000385, 0.000001)",LeftFalse_RightFalse
0.149139,0.035048,"(0.7950410842895508, 1.383036494255066, 34.53514862060547)","(12.695493698120117, 172.77847290039062, 350.4801025390625)","(0.7347347736358643, 0.6335732936859131, 34.82294464111328)","(0.0009932522661983967, 149.34202575683594, -0.000589891686104238)","(-1.3999996185302734, -0.003974328748881817, 35.000030517578125)","(0.0011552147334441543, 179.99984741210938, -9.723770517666708e-07)",0.0,0.02475,"(-0.000005, 0.000715, -0.000123)",LeftFalse_RightFalse,False,"(-33.90946578979492, -0.0038657954428344965, -1.089853048324585)","(0.00021660770289599895, 90.00228118896484, -5.509796756086871e-05)",0.170981,0.0,"(0.014420, -0.000349, 0.000001)",LeftFalse_RightFalse
0.211319,0.040473,"(0.7906365394592285, 1.3829935789108276, 34.538631439208984)","(13.125633239746094, 172.6934051513672, 350.4221496582031)","(0.7347302436828613, 0.6336055994033813, 34.82286834716797)","(0.0010393097763881087, 149.3433837890625, -0.0006101741455495358)","(-1.4000000953674316, -0.003941639326512814, 35.00000762939453)","(0.0012051769299432635, 180.00119018554688, 5.065216100774705e-06)",0.0,0.02475,"(-0.000014, 0.000396, -0.000580)",LeftFalse_RightFalse,False,"(-33.90761184692383, -0.0038864468224346638, -1.0898531675338745)","(-0.00394367566332221, 90.00330352783203, -3.744076457223855e-05)",0.21155,0.0,"(0.038899, -0.000321, 0.000000)",LeftFalse_RightFalse
0.272888,0.044692,"(0.7855830192565918, 1.3829824924468994, 34.54177474975586)","(13.380836486816406, 173.0105438232422, 350.09576416015625)","(0.7347226142883301, 0.6336223483085632, 34.8227653503418)","(0.0010119947837665677, 149.34567260742188, -0.0005912610795348883)","(-1.4000005722045898, -0.003924846183508635, 34.9999885559082)","(0.0011720358161255717, 180.00347900390625, 7.406535587506369e-06)",0.0,0.02475,"(-0.000024, 0.000200, -0.001244)",LeftFalse_RightFalse,False,"(-33.90403747558594, -0.0039050718769431114, -1.089853286743164)","(359.99066162109375, 90.00411987304688, -2.568157469795551e-05)",0.245432,0.0,"(0.069447, -0.000293, -0.000002)",LeftFalse_RightFalse
0.331436,0.047463,"(0.7812060117721558, 1.3838512897491455, 34.547157287597656)","(13.291500091552734, 173.20457458496094, 350.0399475097656)","(0.7347198724746704, 0.6336301565170288, 34.822689056396484)","(0.0007930248393677175, 149.34613037109375, -0.00044384098146110773)","(-1.400002121925354, -0.00391733692958951, 34.99992752075195)","(0.0009085008641704917, 180.00393676757812, 2.2566535335499793e-05)",0.0,0.02475,"(-0.000053, 0.000086, -0.002371)",LeftFalse_RightFalse,False,"(-33.8986701965332, -0.003921229857951403, -1.0898535251617432)","(359.9847106933594, 90.00391387939453, -1.7011272575473413e-05)",0.259508,0.0,"(0.104459, -0.000265, -0.000007)",LeftFalse_RightFalse
0.386322,0.048949,"(0.7789885997772217, 1.385677456855774, 34.555641174316406)","(13.269001007080078, 172.93800354003906, 350.0603332519531)","(0.7347183227539062, 0.6336331367492676, 34.82266616821289)","(0.0008196288836188614, 149.3464813232422, -0.0004727801715489477)","(-1.4000024795532227, -0.00391466123983264, 34.999916076660156)","(0.0009461427689529955, 180.00430297851562, 1.1237861144763883e-05)",0.0,0.02475,"(0.000007, 0.000023, 0.000605)",LeftFalse_RightFalse,False,"(-33.891761779785156, -0.003934792708605528, -1.0898540019989014)","(359.9792175292969, 90.00361633300781, -1.3042557839071378e-05)",0.267755,0.0,"(0.140453, -0.000235, -0.000008)",LeftFalse_RightFalse
0.442352,0.050365,"(0.7766743898391724, 1.3885222673416138, 34.56612777709961)","(13.44801139831543, 172.13742065429688, 350.17645263671875)","(0.7347134351730347, 0.6336338520050049, 34.82257843017578)","(0.0007096719928085804, 149.34767150878906, -0.00040285979048348963)","(-1.4000037908554077, -0.003914169035851955, 34.99987030029297)","(0.0008159017306752503, 180.00547790527344, 1.531735688331537e-05)",0.0,0.02475,"(-0.000007, -0.000008, -0.000040)",LeftFalse_RightFalse,False,"(-33.88280487060547, -0.00394683750346303, -1.0898547172546387)","(359.97418212890625, 90.00359344482422, -9.128040801442694e-06)",0.274539,0.0,"(0.179900, -0.000197, -0.000011)",LeftFalse_RightFalse
0.500931,0.052006,"(0.7710568904876709, 1.3959782123565674, 34.58561325073242)","(13.859506607055664, 170.62936401367188, 349.8381042480469)","(0.7347121238708496, 0.6336333751678467, 34.82257080078125)","(0.0007998725632205606, 149.34803771972656, -0.00047513446770608425)","(-1.4000036716461182, -0.00391497602686286, 34.9998779296875)","(0.0009303483529947698, 180.00584411621094, -8.612362876192492e-07)",0.0,0.02475,"(0.000021, -0.000019, 0.001147)",LeftFalse_RightFalse,False,"(-33.87136459350586, -0.003957475535571575, -1.0898553133010864)","(359.9698486328125, 90.00359344482422, -6.833525276306318e-06)",0.286488,0.0,"(0.216169, -0.000157, -0.000013)",LeftFalse_RightFalse
0.559418,0.053303,"(0.760513186454773, 1.4047216176986694, 34.605735778808594)","(13.912981986999512, 168.7409210205078, 349.313232421875)","(0.7347158193588257, 0.6336323022842407, 34.822662353515625)","(0.0009713020990602672, 149.34710693359375, -0.0006002109730616212)","(-1.4000025987625122, -0.003916079178452492, 34.99993896484375)","(0.0011415946064516902, 180.00491333007812, -2.104193663399201e-05)",0.0,0.02475,"(0.000008, -0.000019, 0.000329)",LeftFalse_RightFalse,False,"(-33.85776901245117, -0.003965835087001324, -1.0898561477661133)","(359.9662780761719, 90.00359344482422, -4.737443759950111e-06)",0.290654,0.0,"(0.256321, -0.000121, -0.000016)",LeftFalse_RightFalse
