ScenarioTime,FrameRate,A VR Pos,A VR Rot,A XR Origin Pos,A XR Origin  Rot,A car Pos,A car Rot,A accel,A steering,A velocity,A indicators,A Horn Button,0 car Pos,0 car Rot,0 accel,0 steering,0 velocity,0 indicators
0.0,0.014299,"(34.87993621826172, 1.074135661125183, 1.0298824310302734)","(352.4132385253906, 266.98150634765625, 358.1437072753906)","(34.64393997192383, 0.9517630338668823, 1.1145185232162476)","(0.062097277492284775, 316.0930480957031, 0.42653387784957886)","(35.002540588378906, -0.040233854204416275, 1.3998324871063232)","(0.35036903619766235, 269.99993896484375, 0.2510567307472229)",0.0,0.006195,"(-0.000537, 0.005116, -0.000716)",LeftFalse_RightFalse,False,"(-35.00881576538086, -0.22982722520828247, -1.3999916315078735)","(1.3610414266586304, 90.00289916992188, 0.09190288931131363)",0.0,0.0,"(0.001733, 0.112252, 0.001207)",LeftFalse_RightFalse
0.053223,0.018461,"(34.8796272277832, 1.0744985342025757, 1.0299029350280762)","(352.4763488769531, 266.7976989746094, 358.3079528808594)","(34.64365005493164, 0.9525479078292847, 1.114517331123352)","(0.07154344022274017, 316.0934753417969, 0.4316260814666748)","(35.0024299621582, -0.03940136358141899, 1.3997719287872314)","(0.36058861017227173, 270.0003662109375, 0.24778234958648682)",0.0,0.006195,"(-0.005346, 0.021622, -0.000797)",LeftFalse_RightFalse,False,"(-35.008697509765625, -0.22498652338981628, -1.3999507427215576)","(1.3535001277923584, 90.003173828125, 0.09536921232938766)",0.025991,0.095875,"(0.001375, 0.075337, 0.001447)",LeftFalse_RightFalse
0.104004,0.017653,"(34.8789176940918, 1.0754876136779785, 1.029681921005249)","(352.5118713378906, 266.70880126953125, 358.38641357421875)","(34.64319610595703, 0.9537234902381897, 1.1145093441009521)","(0.08024036139249802, 316.0940246582031, 0.43671855330467224)","(35.00214767456055, -0.03817860782146454, 1.3997132778167725)","(0.37028881907463074, 270.0008850097656, 0.24504806101322174)",0.0,0.006195,"(-0.009203, 0.025993, -0.000871)",LeftFalse_RightFalse,False,"(-35.00828552246094, -0.2217494249343872, -1.399917483329773)","(1.3456991910934448, 90.00418853759766, 0.09801201522350311)",0.044404,0.096765,"(0.018159, 0.048494, 0.000373)",LeftFalse_RightFalse
0.146484,0.019005,"(34.87852096557617, 1.0764662027359009, 1.0291881561279297)","(352.5585021972656, 266.56170654296875, 358.4763488769531)","(34.642738342285156, 0.9547848701477051, 1.1144945621490479)","(0.08711499720811844, 316.0942687988281, 0.44109246134757996)","(35.001827239990234, -0.03707721084356308, 1.3996636867523193)","(0.3782075047492981, 270.0010986328125, 0.24312826991081238)",0.0,0.006195,"(-0.010525, 0.025345, -0.000918)",LeftFalse_RightFalse,False,"(-35.007354736328125, -0.2198658585548401, -1.3999192714691162)","(1.3384637832641602, 90.00559997558594, 0.09995806217193604)",0.034825,0.097397,"(0.000749, 0.035917, 0.000332)",LeftFalse_RightFalse
0.205322,0.019289,"(34.877967834472656, 1.077794075012207, 1.0285283327102661)","(352.5242614746094, 266.4239501953125, 358.5557556152344)","(34.64189910888672, 0.9561626315116882, 1.1144680976867676)","(0.09526626765727997, 316.09503173828125, 0.446506530046463)","(35.001155853271484, -0.0356500968337059, 1.399595856666565)","(0.3877609670162201, 270.0018310546875, 0.24101011455059052)",0.0,0.006195,"(-0.016434, 0.021856, -0.000949)",LeftFalse_RightFalse,False,"(-35.0069465637207, -0.21808519959449768, -1.3999042510986328)","(1.3328996896743774, 90.00599670410156, 0.10157254338264465)",0.033628,0.098048,"(0.020139, 0.021490, 0.000061)",LeftFalse_RightFalse
0.262573,0.019105,"(34.87712097167969, 1.0789040327072144, 1.0275537967681885)","(352.49554443359375, 266.2882995605469, 358.6298522949219)","(34.6408576965332, 0.9572883248329163, 1.1144293546676636)","(0.10157252103090286, 316.0948791503906, 0.45082879066467285)","(35.000244140625, -0.0344850979745388, 1.3995312452316284)","(0.39524829387664795, 270.0016784667969, 0.23946399986743927)",0.0,0.006195,"(-0.017976, 0.018875, -0.000973)",LeftFalse_RightFalse,False,"(-35.005455017089844, -0.21705803275108337, -1.3999203443527222)","(1.32468581199646, 90.0058822631836, 0.10305385291576385)",0.01114,0.098667,"(0.030218, 0.014687, -0.000309)",LeftFalse_RightFalse
0.317017,0.018589,"(34.87625503540039, 1.0797513723373413, 1.0266811847686768)","(352.4901428222656, 266.1845703125, 358.68731689453125)","(34.63975524902344, 0.9581353068351746, 1.1143856048583984)","(0.10640246421098709, 316.0945739746094, 0.4542718231678009)","(34.99924087524414, -0.03360702842473984, 1.399470567703247)","(0.401078462600708, 270.0013732910156, 0.2383718192577362)",0.0,0.006195,"(-0.019138, 0.014390, -0.001002)",LeftFalse_RightFalse,False,"(-35.00389099121094, -0.21649521589279175, -1.399953842163086)","(1.3198626041412354, 90.00775146484375, 0.10403510183095932)",-0.03618,0.099164,"(0.000581, 0.008615, -0.000285)",LeftFalse_RightFalse
0.374268,0.01889,"(34.875301361083984, 1.0804322957992554, 1.0258772373199463)","(352.606689453125, 265.96588134765625, 358.7354736328125)","(34.63839340209961, 0.9588102698326111, 1.1143416166305542)","(0.1100798174738884, 316.0951843261719, 0.456879585981369)","(34.99795913696289, -0.03290838748216629, 1.3994083404541016)","(0.4055074453353882, 270.001953125, 0.2375309020280838)",0.0,0.006195,"(-0.022968, 0.010428, -0.001012)",LeftFalse_RightFalse,False,"(-35.0033073425293, -0.21614721417427063, -1.3999613523483276)","(1.3176279067993164, 90.0078353881836, 0.1044623926281929)",-0.039721,0.09973,"(0.021740, 0.004046, -0.000211)",LeftFalse_RightFalse
0.437988,0.020208,"(34.8740234375, 1.0809718370437622, 1.0249032974243164)","(352.8117980957031, 265.57501220703125, 358.9039306640625)","(34.63676452636719, 0.9593423008918762, 1.1142914295196533)","(0.11317959427833557, 316.0963134765625, 0.4591420888900757)","(34.996402740478516, -0.032355982810258865, 1.3993394374847412)","(0.40928709506988525, 270.00311279296875, 0.2368665635585785)",0.0,0.006195,"(-0.026264, 0.007236, -0.001016)",LeftFalse_RightFalse,False,"(-35.00238800048828, -0.2159680724143982, -1.399982213973999)","(1.3156219720840454, 90.00973510742188, 0.104730986058712)",0.193133,0.100294,"(0.000043, 0.002127, 0.000278)",LeftFalse_RightFalse
0.482056,0.020871,"(34.87278366088867, 1.0812355279922485, 1.024296522140503)","(352.920654296875, 265.2791442871094, 359.0758056640625)","(34.635475158691406, 0.959604024887085, 1.1142443418502808)","(0.11446700990200043, 316.0953369140625, 0.4600042402744293)","(34.99513244628906, -0.03208639845252037, 1.3992928266525269)","(0.41080111265182495, 270.0021057128906, 0.2365368753671646)",0.0,0.006195,"(-0.030433, 0.005527, -0.001009)",LeftFalse_RightFalse,False,"(-35.00175476074219, -0.2159179151058197, -1.3999872207641602)","(1.3130396604537964, 90.01161193847656, 0.10491407662630081)",-0.010098,0.100761,"(0.019540, 0.000672, -0.000163)",LeftFalse_RightFalse
