ScenarioTime,FrameRate,A VR Pos,A VR Rot,A XR Origin Pos,A XR Origin  Rot,A car Pos,A car Rot,A accel,A steering,A velocity,A indicators,A Horn Button,0 car Pos,0 car Rot,0 accel,0 steering,0 velocity,0 indicators
0.0,0.013951,"(-1.2970207929611206, 1.1731853485107422, 34.89901351928711)","(5.403841495513916, 187.81692504882812, 354.66455078125)","(0.5748722553253174, 0.6848858594894409, 34.7235107421875)","(-0.0018225415842607617, 192.53036499023438, -0.0004053512529935688)","(-1.7000000476837158, -0.004295035731047392, 34.99998092651367)","(-0.0018670744029805064, 180.0, -2.8289824172134104e-07)",0.0,0.02832,"(0.000000, 0.003054, -0.000081)",LeftFalse_RightFalse,False,"(-34.999977111816406, -0.0038641071878373623, -1.25)","(0.0021298734936863184, 90.00005340576172, -1.989567692817218e-07)",0.0,0.0,"(-0.000022, -0.000254, 0.000000)",LeftFalse_RightFalse
0.062988,0.023764,"(-1.2977321147918701, 1.17253839969635, 34.89917755126953)","(5.629412651062012, 187.7506561279297, 353.6492919921875)","(0.5748701095581055, 0.6850394606590271, 34.72350311279297)","(-0.00013247823517303914, 192.5309295654297, -3.7333316868171096e-05)","(-1.6999993324279785, -0.0041334242559969425, 35.00001907348633)","(-0.00013742248120252043, 180.0005645751953, -7.701983122387901e-06)",0.0,0.014709,"(-0.000023, 0.001964, -0.000876)",LeftFalse_RightFalse,False,"(-34.999977111816406, -0.0038794507272541523, -1.25)","(0.0016475534066557884, 90.00005340576172, -4.220926719256113e-09)",0.004905,-0.033962,"(-0.000016, -0.000224, 0.000000)",LeftFalse_RightFalse
0.133301,0.033078,"(-1.2988777160644531, 1.1723136901855469, 34.89864730834961)","(5.6764445304870605, 187.754150390625, 352.9437561035156)","(0.574871301651001, 0.6851440668106079, 34.72345733642578)","(0.000616331584751606, 192.530517578125, 0.00014327823009807616)","(-1.700000286102295, -0.004024540074169636, 34.99996566772461)","(0.0006327364244498312, 180.00013732910156, 6.147986368887359e-06)",0.0,-0.011719,"(-0.000001, 0.001210, -0.000128)",LeftFalse_RightFalse,False,"(-34.99991226196289, -0.0038936284836381674, -1.2499980926513672)","(0.0010719032725319266, 90.00077819824219, -1.8334871128899977e-05)",-0.000674,-0.030835,"(0.000946, -0.000181, 0.000024)",LeftFalse_RightFalse
0.202881,0.040365,"(-1.3019272089004517, 1.1715495586395264, 34.89823913574219)","(5.728150844573975, 187.9577178955078, 351.3881530761719)","(0.5748758316040039, 0.6852014064788818, 34.723480224609375)","(0.0010640942491590977, 192.52960205078125, 0.00023676974524278194)","(-1.7000000476837158, -0.003965277224779129, 34.99995803833008)","(0.001090117497369647, 179.99923706054688, 2.673243102435663e-07)",0.0,-0.038147,"(0.000008, 0.000591, -0.000674)",LeftFalse_RightFalse,False,"(-34.99984359741211, -0.0039040627889335155, -1.2499959468841553)","(0.0009206915274262428, 89.99979400634766, -1.5849162082304247e-05)",0.0017,-0.03095,"(-0.000001, -0.000118, 0.000008)",LeftFalse_RightFalse
0.274536,0.046623,"(-1.303839087486267, 1.171322226524353, 34.89830780029297)","(5.492173194885254, 188.02749633789062, 349.9654235839844)","(0.5748717784881592, 0.6852321624755859, 34.72343826293945)","(0.0012158423196524382, 192.53048706054688, 0.0002666640793904662)","(-1.7000000476837158, -0.0039338176138699055, 34.99995040893555)","(0.0012447369517758489, 180.0001220703125, -3.4732288440864068e-06)",0.0,-0.058746,"(-0.000018, 0.000320, 0.000817)",LeftFalse_RightFalse,False,"(-34.999839782714844, -0.003911193460226059, -1.2499957084655762)","(0.0008387804846279323, 90.0, -2.609261855468503e-06)",0.001104,-0.031066,"(0.001409, -0.000083, 0.000033)",LeftFalse_RightFalse
0.342163,0.050846,"(-1.3053274154663086, 1.1712669134140015, 34.89780044555664)","(5.379263877868652, 187.78504943847656, 349.1837158203125)","(0.5748831033706665, 0.685247540473938, 34.72347640991211)","(0.0010911665158346295, 192.52862548828125, 0.00021087925415486097)","(-1.6999973058700562, -0.0039202808402478695, 34.999916076660156)","(0.0011109276674687862, 179.99826049804688, -3.08799535559956e-05)",0.0,-0.071167,"(0.000031, 0.000118, -0.000277)",LeftFalse_RightFalse,False,"(-34.999847412109375, -0.003915577661246061, -1.2499953508377075)","(0.0008495941874571145, 89.99954223632812, 6.578600277862279e-06)",-0.000994,-0.031178,"(-0.000365, -0.000050, -0.000006)",LeftFalse_RightFalse
0.404663,0.05316,"(-1.3059086799621582, 1.1712514162063599, 34.89701461791992)","(5.3679351806640625, 187.1259002685547, 349.0433044433594)","(0.5748846530914307, 0.6852526664733887, 34.72346115112305)","(0.0010326978517696261, 192.52871704101562, 0.0002009025774896145)","(-1.6999952793121338, -0.003915322013199329, 34.999900817871094)","(0.001051687402650714, 179.99835205078125, -2.7933876481256448e-05)",0.0,-0.075592,"(0.000073, 0.000041, -0.001116)",LeftFalse_RightFalse,False,"(-34.99980163574219, -0.003918239381164312, -1.2499935626983643)","(0.0007646303856745362, 89.99879455566406, -4.266496944183018e-06)",0.003077,-0.031281,"(0.000000, -0.000030, 0.000012)",LeftFalse_RightFalse
0.467041,0.055008,"(-1.3053721189498901, 1.1712449789047241, 34.896522521972656)","(5.363183498382568, 186.87875366210938, 348.9906005859375)","(0.5748841762542725, 0.6852542161941528, 34.72340393066406)","(0.0009314422495663166, 192.52928161621094, 0.00018121734319720417)","(-1.6999931335449219, -0.003914100117981434, 34.9998664855957)","(0.0009485725313425064, 179.9989013671875, -2.518204018997494e-05)",0.0,-0.075745,"(0.000043, 0.000004, -0.000452)",LeftFalse_RightFalse,False,"(-34.99976348876953, -0.003919810522347689, -1.2499923706054688)","(0.0006330848555080593, 90.00047302246094, -8.005977178981993e-06)",-0.002555,-0.031378,"(0.000644, -0.000022, 0.000014)",LeftFalse_RightFalse
0.532349,0.057077,"(-1.3037405014038086, 1.1712415218353271, 34.89599609375)","(5.574275970458984, 185.70516967773438, 349.0005798339844)","(0.5748821496963501, 0.6852543354034424, 34.72333908081055)","(0.0008300495101138949, 192.53025817871094, 0.0001538856595288962)","(-1.6999903917312622, -0.003914708737283945, 34.999839782714844)","(0.0008436650969088078, 179.99989318847656, -2.9864871976315044e-05)",0.0,-0.073151,"(0.000008, -0.000017, 0.000110)",LeftFalse_RightFalse,False,"(-34.99971008300781, -0.003920954652130604, -1.2499903440475464)","(0.0006573437131009996, 90.00000762939453, -8.562930815969594e-06)",0.001143,-0.031485,"(0.000005, -0.000011, 0.000012)",LeftFalse_RightFalse
0.595093,0.058214,"(-1.3033533096313477, 1.1712394952774048, 34.89508819580078)","(5.518500804901123, 185.37977600097656, 349.089599609375)","(0.5748801231384277, 0.685253918170929, 34.723270416259766)","(0.0007261430146172643, 192.53121948242188, 0.00012117474398110062)","(-1.6999876499176025, -0.0039159688167274, 34.99980545043945)","(0.000735136796720326, 180.00083923339844, -3.925339842680842e-05)",0.0,-0.07016,"(0.000078, -0.000022, -0.001085)",LeftFalse_RightFalse,False,"(-34.99967575073242, -0.003921442199498415, -1.2499891519546509)","(0.000592655036598444, 90.0008544921875, -9.97618553810753e-06)",0.000647,-0.031585,"(0.001315, -0.000005, 0.000038)",LeftFalse_RightFalse
