ScenarioTime,FrameRate,A VR Pos,A VR Rot,A XR Origin Pos,A XR Origin  Rot,A car Pos,A car Rot,A accel,A steering,A velocity,A indicators,A Horn Button,0 car Pos,0 car Rot,0 accel,0 steering,0 velocity,0 indicators
0.0,0.013779,"(-1.3029738664627075, 1.2918777465820312, 34.60362243652344)","(348.1405334472656, 174.7323455810547, 356.1831970214844)","(0.4347339868545532, 0.6336273550987244, 34.82291030883789)","(0.0006013011443428695, 149.34219360351562, -0.0003567732637748122)","(-1.6999999284744263, -0.003921627998352051, 34.999996185302734)","(0.0006991781410761178, 180.0, -2.970921286760131e-07)",0.0,-0.035278,"(0.000000, -0.000001, 0.000000)",LeftFalse_RightFalse,False,"(-34.999969482421875, -0.003921627998352051, -1.25)","(0.0006989207467995584, 90.00005340576172, -1.3622650385514135e-06)",0.0,0.0,"(0.000000, 0.000000, 0.000000)",LeftFalse_RightFalse
0.053345,0.021693,"(-1.303807258605957, 1.2918579578399658, 34.60403823852539)","(348.2093811035156, 174.7251739501953, 356.1069030761719)","(0.4347342252731323, 0.6336269378662109, 34.822933197021484)","(0.0006689977599307895, 149.34201049804688, -0.00039049884071573615)","(-1.7000004053115845, -0.003921604249626398, 35.00001525878906)","(0.0007746096816845238, 179.99981689453125, 5.210431936575333e-06)",0.0,-0.035278,"(-0.000008, 0.000001, 0.000595)",LeftFalse_RightFalse,False,"(-34.999969482421875, -0.003921627998352051, -1.25)","(0.0006990391411818564, 90.00005340576172, -1.2374090374578373e-06)",0.001517,0.0,"(0.000000, 0.000000, 0.000000)",LeftFalse_RightFalse
0.113892,0.029445,"(-1.3045988082885742, 1.291849136352539, 34.604801177978516)","(348.1683654785156, 174.5961151123047, 356.00445556640625)","(0.4347325563430786, 0.6336283683776855, 34.8228759765625)","(0.000496649881824851, 149.34292602539062, -0.0003130269469693303)","(-1.6999989748001099, -0.003921592608094215, 34.9999885559082)","(0.0005868475418537855, 180.00071716308594, -1.602796146471519e-05)",0.0,-0.035278,"(0.000063, -0.000001, -0.002164)",LeftFalse_RightFalse,False,"(-34.99998474121094, -0.003921641502529383, -1.25)","(0.0007691940991207957, 89.99918365478516, -4.55990317504984e-07)",0.005466,0.0,"(-0.000991, 0.000001, 0.000002)",LeftFalse_RightFalse
0.172974,0.03537,"(-1.3049002885818481, 1.291844367980957, 34.60511016845703)","(348.1526184082031, 174.5208740234375, 355.98516845703125)","(0.434733510017395, 0.6336274743080139, 34.82288360595703)","(0.0005710140103474259, 149.34263610839844, -0.0003408147895243019)","(-1.6999989748001099, -0.003921710420399904, 34.9999885559082)","(0.0006649869028478861, 180.0004425048828, -2.0128341020608786e-06)",0.0,-0.035278,"(-0.000018, -0.000002, 0.000748)",LeftFalse_RightFalse,False,"(-34.99990463256836, -0.00392173370346427, -1.25)","(0.000494011037517339, 89.99980926513672, -7.88323120559653e-07)",0.000615,0.0,"(0.001625, -0.000002, 0.000000)",LeftFalse_RightFalse
0.233154,0.040334,"(-1.3053559064865112, 1.2918429374694824, 34.60579299926758)","(348.11968994140625, 174.43077087402344, 355.9659118652344)","(0.43473803997039795, 0.633627712726593, 34.822906494140625)","(0.0005357828922569752, 149.34149169921875, -0.00032661488512530923)","(-1.6999980211257935, -0.003921740688383579, 34.99996566772461)","(0.0006274394690990448, 179.99929809570312, -7.762378118059132e-06)",0.0,-0.035278,"(-0.000040, -0.000002, 0.001781)",LeftFalse_RightFalse,False,"(-34.99980926513672, -0.0039219362661242485, -1.25)","(0.00040043442277237773, 90.0007095336914, -8.713607257959666e-07)",0.002216,0.0,"(0.000176, -0.000004, -0.000001)",LeftFalse_RightFalse
0.291382,0.043915,"(-1.3059301376342773, 1.29184091091156, 34.606773376464844)","(348.338623046875, 174.47225952148438, 355.92156982421875)","(0.4347391128540039, 0.6336262822151184, 34.82296371459961)","(0.0007269746856763959, 149.3408660888672, -0.00041213975055143237)","(-1.6999990940093994, -0.003921696916222572, 35.000003814697266)","(0.0008355180034413934, 179.99867248535156, 1.615728615433909e-05)",0.0,-0.035278,"(-0.000019, 0.000002, 0.000857)",LeftFalse_RightFalse,False,"(-34.99974060058594, -0.003922054544091225, -1.25)","(0.0004913380835205317, 90.00084686279297, -9.590883109922288e-07)",0.001359,0.0,"(0.001481, 0.000000, -0.000001)",LeftFalse_RightFalse
0.347168,0.046285,"(-1.3064208030700684, 1.2918400764465332, 34.608741760253906)","(348.5220947265625, 174.72337341308594, 355.8346862792969)","(0.43473923206329346, 0.6336256861686707, 34.823028564453125)","(0.000829037802759558, 149.34046936035156, -0.00046186367399059236)","(-1.7000004053115845, -0.00392156932502985, 35.00005340576172)","(0.000948670320212841, 179.998291015625, 2.5426354113733396e-05)",0.0,-0.035278,"(0.000019, 0.000003, -0.000712)",LeftFalse_RightFalse,False,"(-34.99970245361328, -0.0039220163598656654, -1.25)","(0.0006753802881576121, 90.00061798095703, -7.143266316234076e-07)",0.001245,0.0,"(-0.000003, 0.000002, -0.000001)",LeftFalse_RightFalse
0.406006,0.048806,"(-1.3064088821411133, 1.291841983795166, 34.61073303222656)","(348.55645751953125, 174.950439453125, 355.84527587890625)","(0.43474388122558594, 0.6336277723312378, 34.82304000854492)","(0.0005756350001320243, 149.33921813964844, -0.00034941264311783016)","(-1.6999990940093994, -0.003921521827578545, 35.00001525878906)","(0.00067334616323933, 179.9970245361328, -7.052713499433594e-06)",0.0,-0.035278,"(-0.000001, -0.000001, 0.000402)",LeftFalse_RightFalse,False,"(-34.99961853027344, -0.003921853844076395, -1.25)","(0.0005745732341893017, 90.00050354003906, -6.067451749913744e-07)",-0.001354,0.0,"(0.003590, 0.000001, -0.000001)",LeftFalse_RightFalse
0.463135,0.050464,"(-1.3064031600952148, 1.2918413877487183, 34.61156463623047)","(348.5552673339844, 175.0304412841797, 355.9716491699219)","(0.43474602699279785, 0.63362717628479, 34.823089599609375)","(0.0006334019126370549, 149.3385009765625, -0.0003733121557161212)","(-1.6999993324279785, -0.003921598196029663, 35.000038146972656)","(0.0007352255051955581, 179.99630737304688, 1.8442016198605415e-06)",0.0,-0.035278,"(-0.000007, 0.000000, 0.000370)",LeftFalse_RightFalse,False,"(-34.99961471557617, -0.003921641036868095, -1.25)","(0.0007019652985036373, 90.00038146972656, 2.400196024154866e-07)",0.000922,0.0,"(0.000006, 0.000002, 0.000000)",LeftFalse_RightFalse
0.52356,0.052472,"(-1.3062176704406738, 1.2918418645858765, 34.616695404052734)","(348.92974853515625, 175.0550994873047, 356.1458740234375)","(0.434751033782959, 0.6336275935173035, 34.82313919067383)","(0.000576958991587162, 149.33697509765625, -0.0003471033414825797)","(-1.6999988555908203, -0.003921637311577797, 35.000030517578125)","(0.0006733075133524835, 179.9947967529297, -4.391034508444136e-06)",0.0,-0.035278,"(-0.000028, -0.000001, 0.001197)",LeftFalse_RightFalse,False,"(-34.999656677246094, -0.003921540919691324, -1.25)","(0.0009547310182824731, 90.00077819824219, -1.7665358953422583e-08)",0.001457,0.0,"(0.001259, 0.000003, 0.000001)",LeftFalse_RightFalse
