ScenarioTime,FrameRate,A VR Pos,A VR Rot,A XR Origin Pos,A XR Origin  Rot,A car Pos,A car Rot,A accel,A steering,A velocity,A indicators,A Horn Button,0 car Pos,0 car Rot,0 accel,0 steering,0 velocity,0 indicators
0.0,0.013902,"(34.93814468383789, 1.2098501920700073, 1.0071566104888916)","(354.00372314453125, 264.6884765625, 359.4308776855469)","(34.92131423950195, 1.203279733657837, 1.0017180442810059)","(359.9661560058594, 269.56146240234375, 0.00025912700220942497)","(34.9998664855957, -0.0069039869122207165, 1.399999976158142)","(359.9661560058594, 270.0000305175781, 6.6701075773778484e-09)",-0.019836,-0.009583,"(-0.000519, 0.015442, 0.000000)",LeftFalse_RightFalse,False,"(-34.16010665893555, -0.00864353310316801, -1.0098512172698975)","(0.036287821829319, 90.7042236328125, -0.0031374406535178423)",0.0,0.0,"(-0.000283, 0.041642, 0.000121)",LeftFalse_RightFalse
0.055298,0.022176,"(34.93727493286133, 1.2099478244781494, 1.0071438550949097)","(354.1867370605469, 264.7178649902344, 359.421630859375)","(34.92113494873047, 1.2040616273880005, 1.0017180442810059)","(359.97650146484375, 269.56146240234375, 0.00018052977975457907)","(34.99990463256836, -0.0061079151928424835, 1.399999976158142)","(359.97650146484375, 270.0000305175781, 7.44550789022469e-07)",-0.019836,-0.009583,"(-0.000433, 0.013357, 0.000002)",LeftFalse_RightFalse,False,"(-34.16008377075195, -0.006663678213953972, -1.009851098060608)","(0.03029053471982479, 90.7042236328125, -0.0022635189816355705)",-0.078033,0.110471,"(-0.000266, 0.030310, 0.000098)",LeftFalse_RightFalse
0.121094,0.0309,"(34.93674087524414, 1.210309624671936, 1.0071370601654053)","(354.2486877441406, 264.7696838378906, 359.4402770996094)","(34.92096710205078, 1.204786777496338, 1.0017180442810059)","(359.9856872558594, 269.56146240234375, 0.00011009094305336475)","(34.99993133544922, -0.0053701517172157764, 1.399999976158142)","(359.9856872558594, 270.0000305175781, 5.961408078292152e-07)",-0.015869,-0.009583,"(-0.000283, 0.009235, 0.000001)",LeftFalse_RightFalse,False,"(-34.160057067871094, -0.005230456590652466, -1.0098522901535034)","(0.023892264813184738, 90.7042236328125, -0.0015167705714702606)",0.017371,0.098822,"(-0.000225, 0.015172, 0.000040)",LeftFalse_RightFalse
0.188477,0.03819,"(34.93650436401367, 1.2107136249542236, 1.0071346759796143)","(354.1785888671875, 264.7950134277344, 359.4615478515625)","(34.920860290527344, 1.2053171396255493, 1.0017180442810059)","(359.99212646484375, 269.56146240234375, 6.044575638952665e-05)","(34.999961853027344, -0.004830843303352594, 1.399999976158142)","(359.99212646484375, 270.0000305175781, 2.0552266732920543e-07)",-0.015869,-0.009583,"(-0.000196, 0.006633, 0.000000)",LeftFalse_RightFalse,False,"(-34.15993881225586, -0.004429363179951906, -1.009860873222351)","(0.017956819385290146, 90.70458221435547, -0.0009418264380656183)",0.006943,0.099116,"(0.003000, 0.008471, -0.000193)",LeftFalse_RightFalse
0.252991,0.04346,"(34.9363899230957, 1.2110222578048706, 1.007133960723877)","(354.0933532714844, 264.77130126953125, 359.4700012207031)","(34.9207878112793, 1.2056647539138794, 1.0017180442810059)","(-0.0038447496481239796, 269.56146240234375, 2.877567385439761e-05)","(34.99997329711914, -0.004477796144783497, 1.399999976158142)","(-0.0038448572158813477, 270.0000305175781, -6.547126645273238e-07)",-0.015869,-0.009583,"(-0.000129, 0.004581, 0.000000)",LeftFalse_RightFalse,False,"(-34.15972900390625, -0.004037173464894295, -1.0098729133605957)","(0.013221743516623974, 90.70755004882812, -0.0006020296714268625)",0.004818,0.099427,"(0.003171, 0.004369, -0.000171)",LeftFalse_RightFalse
0.317078,0.04759,"(34.936336517333984, 1.2112364768981934, 1.0071337223052979)","(354.05169677734375, 264.7567138671875, 359.4515075683594)","(34.920745849609375, 1.2058924436569214, 1.0017180442810059)","(-0.0013594074407592416, 269.56146240234375, 9.12460200197529e-06)","(34.99998474121094, -0.004246546421200037, 1.399999976158142)","(-0.0013594375923275948, 270.0000305175781, -1.281181539525278e-06)",-0.015869,-0.009583,"(-0.000081, 0.003054, 0.000000)",LeftFalse_RightFalse,False,"(-34.15949249267578, -0.003857966745272279, -1.0098843574523926)","(0.009598230011761189, 90.70556640625, -0.00041448872070759535)",0.001272,0.099745,"(0.002894, 0.001969, -0.000114)",LeftFalse_RightFalse
0.380676,0.050788,"(34.936309814453125, 1.211374282836914, 1.0071336030960083)","(354.04669189453125, 264.7925720214844, 359.43292236328125)","(34.92072296142578, 1.2060348987579346, 1.0017180442810059)","(6.455860420828685e-05, 269.56146240234375, -1.2193202110211132e-06)","(34.99999237060547, -0.004102070815861225, 1.399999976158142)","(6.456606206484139e-05, 270.0000305175781, -7.251233000715729e-07)",-0.015869,-0.009583,"(-0.000039, 0.001679, -0.000001)",LeftFalse_RightFalse,False,"(-34.15921401977539, -0.003794443793594837, -1.0098992586135864)","(0.006738041993230581, 90.70580291748047, -0.00024300740915350616)",-0.006733,0.10007,"(0.002074, 0.000362, -0.000032)",LeftFalse_RightFalse
0.444458,0.053392,"(34.93629455566406, 1.2114598751068115, 1.0071336030960083)","(354.0360107421875, 264.83392333984375, 359.41339111328125)","(34.920711517333984, 1.2061220407485962, 1.0017180442810059)","(0.0008226601057685912, 269.56146240234375, -7.384407581412233e-06)","(34.999996185302734, -0.0040138522163033485, 1.399999976158142)","(0.00082269252743572, 270.0000305175781, -1.0871752920138533e-06)",-0.015869,-0.009583,"(-0.000020, 0.001021, 0.000000)",LeftFalse_RightFalse,False,"(-34.15892791748047, -0.0037874323315918446, -1.0099220275878906)","(0.005027465522289276, 90.70658111572266, -0.00012171715206932276)",0.008689,0.100396,"(-0.000046, -0.000142, -0.000095)",LeftFalse_RightFalse
0.511047,0.056026,"(34.9362907409668, 1.2115116119384766, 1.0071336030960083)","(354.01129150390625, 264.82501220703125, 359.4176330566406)","(34.92070770263672, 1.206174373626709, 1.0017180442810059)","(0.0011729139368981123, 269.56146240234375, -1.0362792636442464e-05)","(35.0, -0.003961126785725355, 1.399999976158142)","(0.0011729591060429811, 270.0000305175781, -1.384463985232287e-06)",-0.015869,-0.009583,"(-0.000008, 0.000590, 0.000000)",LeftFalse_RightFalse,False,"(-34.15890121459961, -0.0038048597052693367, -1.009925127029419)","(0.0039580464363098145, 90.70693969726562, -0.00017476218636147678)",-1.8e-05,0.100749,"(0.001327, -0.000354, -0.000075)",LeftFalse_RightFalse
0.574097,0.057426,"(34.93628692626953, 1.2115379571914673, 1.0071334838867188)","(354.02239990234375, 264.8047180175781, 359.4261779785156)","(34.92070388793945, 1.2062009572982788, 1.0017180442810059)","(0.0012658098712563515, 269.56146240234375, -1.0263574949931353e-05)","(35.0, -0.0039343698881566525, 1.399999976158142)","(0.0012658514315262437, 270.0000305175781, -5.742023745369806e-07)",-0.015869,-0.009583,"(-0.000001, 0.000319, 0.000000)",LeftFalse_RightFalse,False,"(-34.15885543823242, -0.0038292857352644205, -1.0099281072616577)","(0.0030608715023845434, 90.70555877685547, -0.00014857121277600527)",-0.000491,0.101079,"(-0.000032, -0.000395, -0.000017)",LeftFalse_RightFalse
