ScenarioTime,FrameRate,A VR Pos,A VR Rot,A XR Origin Pos,A XR Origin  Rot,A car Pos,A car Rot,A accel,A steering,A velocity,A indicators,A Horn Button,0 car Pos,0 car Rot,0 accel,0 steering,0 velocity,0 indicators
0.0,0.014243,"(-1.0279207229614258, 1.2136828899383545, 34.68318557739258)","(2.1629843711853027, 177.09629821777344, 358.505615234375)","(-0.7788875699043274, 0.834765613079071, 34.233158111572266)","(0.03918914869427681, 0.9907415509223938, 0.0006779450923204422)","(-1.399999976158142, -0.007298464886844158, 34.99984359741211)","(359.9608154296875, 180.0, -2.3306415641854983e-07)",0.0,0.001831,"(0.000000, 0.017209, -0.000608)",LeftFalse_RightFalse,False,"(-33.91008758544922, -0.0066456920467317104, -1.089851975440979)","(0.030228422954678535, 90.00144958496094, -0.002255258383229375)",0.0,0.0,"(-0.000267, 0.030309, 0.000094)",LeftFalse_RightFalse
0.054321,0.022264,"(-1.0278594493865967, 1.2100813388824463, 34.68635559082031)","(4.683974742889404, 177.92916870117188, 358.0273742675781)","(-0.778904914855957, 0.8354619741439819, 34.233036041259766)","(0.027854852378368378, 0.9920381307601929, 0.0004803390766028315)","(-1.399999976158142, -0.006450366228818893, 34.999900817871094)","(359.9721374511719, 180.0012969970703, 1.3646306342707248e-06)",0.0,0.001831,"(-0.000002, 0.014419, -0.002039)",LeftFalse_RightFalse,False,"(-33.91006851196289, -0.005417250096797943, -1.0898514986038208)","(0.024892766028642654, 90.00144958496094, -0.0016322535229846835)",-0.03388,0.02953,"(-0.000237, 0.018179, 0.000067)",LeftFalse_RightFalse
0.123291,0.031602,"(-1.028476595878601, 1.205497145652771, 34.691070556640625)","(7.918812274932861, 179.11306762695312, 357.5429382324219)","(-0.7789081931114197, 0.8361815810203552, 34.2327995300293)","(0.017378823831677437, 0.9922669529914856, 0.00029699562583118677)","(-1.4000002145767212, -0.005590446293354034, 34.999820709228516)","(359.98260498046875, 180.00152587890625, 3.5420396216068184e-06)",0.0,0.001831,"(-0.000003, 0.010210, -0.002571)",LeftFalse_RightFalse,False,"(-33.91004180908203, -0.0045077200047671795, -1.0898514986038208)","(0.01897720992565155, 90.00144958496094, -0.001073292689397931)",0.016221,0.026587,"(-0.000193, 0.008476, 0.000036)",LeftFalse_RightFalse
0.193848,0.039407,"(-1.0286014080047607, 1.2020386457443237, 34.69699478149414)","(10.57111644744873, 180.48159790039062, 357.3740234375)","(-0.7789285778999329, 0.8367097973823547, 34.23259353637695)","(0.009811647236347198, 0.9937829375267029, 0.00016630301252007484)","(-1.4000003337860107, -0.004960902035236359, 34.9997444152832)","(359.99017333984375, 180.00303649902344, 3.372800847500912e-06)",0.0,0.001831,"(-0.000005, 0.007439, -0.002319)",LeftFalse_RightFalse,False,"(-33.909912109375, -0.004050767980515957, -1.0898537635803223)","(0.013632120564579964, 90.00226593017578, -0.0006773505010642111)",0.008722,0.026697,"(0.003815, 0.004370, -0.000042)",LeftFalse_RightFalse
0.263184,0.045378,"(-1.0284889936447144, 1.1980018615722656, 34.70679473876953)","(13.338594436645508, 181.90536499023438, 357.3468933105469)","(-0.7789140939712524, 0.8370586037635803, 34.2325553894043)","(0.00455502001568675, 0.9926937222480774, 7.989365985849872e-05)","(-1.4000003337860107, -0.004541777539998293, 34.99977111816406)","(-0.004555720370262861, 180.001953125, -1.121904574574728e-06)",0.0,0.001831,"(-0.000003, 0.004585, -0.001965)",LeftFalse_RightFalse,False,"(-33.909671783447266, -0.0038546323776245117, -1.0898568630218506)","(0.009468198753893375, 90.00328063964844, -0.0004310038930270821)",0.002407,0.026811,"(0.004887, 0.001428, -0.000055)",LeftFalse_RightFalse
0.331543,0.049974,"(-1.0268607139587402, 1.194775938987732, 34.715972900390625)","(15.024727821350098, 182.74241638183594, 357.4162902832031)","(-0.778900146484375, 0.8372861742973328, 34.23247146606445)","(0.001711826422251761, 0.9916526675224304, 3.05413814203348e-05)","(-1.4000003337860107, -0.004276140592992306, 34.999717712402344)","(-0.0017120986012741923, 180.00091552734375, -9.380171377415536e-07)",0.0,0.001831,"(0.000000, 0.003055, 0.000297)",LeftFalse_RightFalse,False,"(-33.909461975097656, -0.003791979979723692, -1.0898581743240356)","(0.006734443362802267, 90.00239562988281, -0.0003042054013349116)",0.003146,0.026906,"(0.003736, 0.000364, -0.000025)",LeftFalse_RightFalse
0.401123,0.053894,"(-1.025421142578125, 1.1922433376312256, 34.723289489746094)","(16.083391189575195, 183.4137725830078, 357.57025146484375)","(-0.7788928747177124, 0.8374323844909668, 34.23239517211914)","(0.00010839205060619861, 0.991111695766449, 1.229381609846314e-06)","(-1.4000003337860107, -0.004108439665287733, 34.999656677246094)","(-0.00010839710012078285, 180.00038146972656, 6.449843112932285e-07)",0.0,0.001831,"(-0.000003, 0.001961, -0.001413)",LeftFalse_RightFalse,False,"(-33.90915298461914, -0.0037890372332185507, -1.089861273765564)","(0.004345487803220749, 90.00042724609375, -0.00018512211681809276)",-0.008777,0.026978,"(0.004976, -0.000158, -0.000048)",LeftFalse_RightFalse
0.470459,0.056993,"(-1.0240349769592285, 1.1923727989196777, 34.731109619140625)","(16.039226531982422, 183.81748962402344, 357.7154846191406)","(-0.7788931727409363, 0.8375169038772583, 34.23234176635742)","(-0.00078911567106843, 0.9911357760429382, -1.3774500075669494e-05)","(-1.4000003337860107, -0.004011909011751413, 34.99961853027344)","(0.0007892358116805553, 180.00039672851562, 1.280229184885684e-07)",0.0,0.001831,"(0.000002, 0.001021, 0.001140)",LeftFalse_RightFalse,False,"(-33.90898513793945, -0.003811153117567301, -1.0898652076721191)","(0.003395007224753499, 90.00203704833984, -0.00012054361286573112)",0.0085,0.027103,"(-0.000024, -0.000378, -0.000006)",LeftFalse_RightFalse
0.539917,0.059487,"(-1.0226991176605225, 1.1932916641235352, 34.73655319213867)","(15.577170372009277, 183.95938110351562, 357.82183837890625)","(-0.7788758873939514, 0.8375636339187622, 34.23234939575195)","(-0.0013101431541144848, 0.9898412823677063, -2.1950723748886958e-05)","(-1.4000003337860107, -0.00395822711288929, 34.99961853027344)","(0.0013103268574923277, 179.9990997314453, -7.059429663058836e-07)",0.0,0.001831,"(0.000001, 0.000591, 0.001652)",LeftFalse_RightFalse,False,"(-33.90898132324219, -0.003838229225948453, -1.08986496925354)","(0.002736444817855954, 90.00180053710938, -0.0001036769972415641)",0.001828,0.027215,"(0.001545, -0.000389, -0.000016)",LeftFalse_RightFalse
0.609131,0.061437,"(-1.0213396549224854, 1.1943587064743042, 34.740150451660156)","(14.882292747497559, 183.87002563476562, 357.9370422363281)","(-0.7788814902305603, 0.8375904560089111, 34.232322692871094)","(-0.0013259066035971045, 0.990254282951355, -2.2789610738982446e-05)","(-1.4000004529953003, -0.003931143321096897, 34.999595642089844)","(0.0013261025305837393, 179.99951171875, -1.3974732837596093e-07)",0.0,0.001831,"(-0.000001, 0.000256, -0.001125)",LeftFalse_RightFalse,False,"(-33.908912658691406, -0.003862943733111024, -1.0898654460906982)","(0.0019656142685562372, 90.00236511230469, -6.849459168734029e-05)",-0.004924,0.027335,"(-0.000125, -0.000322, 0.000017)",LeftFalse_RightFalse
